"Year","Week","Offense","n","Date","Month","rollingavg","ytd","monthly_n"
2014,3,"Burglary",346,2014-01-20,1,17403,998,1317
2014,3,"Fel. Assault",348,2014-01-20,1,20389,1103,1407
2014,3,"G.L.A.",166,2014-01-20,1,7396,429,553
2014,3,"Gr. Larceny",775,2014-01-20,1,45439,2406,3104
2014,3,"Misd. Assault",917,2014-01-20,1,53452,2853,3704
2014,3,"Murder",9,2014-01-20,1,327,25,28
2014,3,"Petit Larceny",1572,2014-01-20,1,84991,4431,5833
2014,3,"Rape",21,2014-01-20,1,1424,101,120
2014,3,"Robbery",368,2014-01-20,1,18930,1049,1348
2015,3,"Burglary",279,2015-01-19,1,16606,817,1095
2015,3,"Fel. Assault",324,2015-01-19,1,20058,945,1257
2015,3,"G.L.A.",130,2015-01-19,1,7586,371,473
2015,3,"Gr. Larceny",796,2015-01-19,1,44201,2350,2993
2015,3,"Misd. Assault",901,2015-01-19,1,53409,2559,3433
2015,3,"Murder",8,2015-01-19,1,335,25,37
2015,3,"Petit Larceny",1447,2015-01-19,1,84604,4090,5301
2015,3,"Rape",20,2015-01-19,1,1371,114,137
2015,3,"Robbery",363,2015-01-19,1,16489,1007,1340
2016,3,"Burglary",261,2016-01-18,1,15043,758,977
2016,3,"Fel. Assault",344,2016-01-18,1,20562,1125,1475
2016,3,"G.L.A.",132,2016-01-18,1,7283,356,425
2016,3,"Gr. Larceny",852,2016-01-18,1,44288,2489,3085
2016,3,"Misd. Assault",864,2016-01-18,1,52289,2741,3568
2016,3,"Murder",5,2016-01-18,1,345,17,22
2016,3,"Petit Larceny",1522,2016-01-18,1,81862,4445,5675
2016,3,"Rape",15,2016-01-18,1,1445,97,110
2016,3,"Robbery",286,2016-01-18,1,16822,912,1193
2017,3,"Burglary",253,2017-01-16,1,12914,728,1212
2017,3,"Fel. Assault",360,2017-01-16,1,20767,1109,1850
2017,3,"G.L.A.",109,2017-01-16,1,6235,293,479
2017,3,"Gr. Larceny",814,2017-01-16,1,44309,2424,3953
2017,3,"Misd. Assault",891,2017-01-16,1,52099,2760,4534
2017,3,"Murder",2,2017-01-16,1,330,12,25
2017,3,"Petit Larceny",1555,2017-01-16,1,80783,4370,7336
2017,3,"Rape",24,2017-01-16,1,1460,96,142
2017,3,"Robbery",290,2017-01-16,1,15348,839,1407
2018,3,"Burglary",222,2018-01-15,1,12021,636,1096
2018,3,"Fel. Assault",375,2018-01-15,1,20043,1039,1789
2018,3,"G.L.A.",90,2018-01-15,1,5619,263,441
2018,3,"Gr. Larceny",777,2018-01-15,1,42915,2226,3870
2018,3,"Misd. Assault",984,2018-01-15,1,51273,2723,4595
2018,3,"Murder",8,2018-01-15,1,281,16,21
2018,3,"Petit Larceny",1581,2018-01-15,1,83269,4240,7462
2018,3,"Rape",25,2018-01-15,1,1471,81,129
2018,3,"Robbery",259,2018-01-15,1,13883,756,1281
2019,3,"Burglary",206,2019-01-21,1,11706,616,831
2019,3,"Fel. Assault",319,2019-01-21,1,20347,1046,1341
2019,3,"G.L.A.",67,2019-01-21,1,5358,227,306
2019,3,"Gr. Larceny",689,2019-01-21,1,43485,2261,2986
2019,3,"Misd. Assault",905,2019-01-21,1,52967,2737,3595
2019,3,"Murder",9,2019-01-21,1,309,19,21
2019,3,"Petit Larceny",1408,2019-01-21,1,86373,4569,6077
2019,3,"Rape",31,2019-01-21,1,1612,104,131
2019,3,"Robbery",206,2019-01-21,1,12824,659,864
2020,3,"Burglary",272,2020-01-20,1,11043,809,1075
2020,3,"Fel. Assault",342,2020-01-20,1,20870,1105,1492
2020,3,"G.L.A.",127,2020-01-20,1,5539,386,514
2020,3,"Gr. Larceny",809,2020-01-20,1,43226,2485,3365
2020,3,"Misd. Assault",798,2020-01-20,1,52529,2764,3660
2020,3,"Murder",6,2020-01-20,1,296,16,21
2020,3,"Petit Larceny",1802,2020-01-20,1,89429,5235,7069
2020,3,"Rape",26,2020-01-20,1,1585,93,117
2020,3,"Robbery",283,2020-01-20,1,13637,896,1180
2021,3,"Burglary",241,2021-01-18,1,15524,775,988
2021,3,"Fel. Assault",332,2021-01-18,1,20694,1075,1419
2021,3,"G.L.A.",139,2021-01-18,1,9086,435,561
2021,3,"Gr. Larceny",610,2021-01-18,1,34840,1823,2380
2021,3,"Misd. Assault",700,2021-01-18,1,42576,2162,2809
2021,3,"Murder",9,2021-01-18,1,459,23,29
2021,3,"Petit Larceny",1659,2021-01-18,1,81354,4616,6078
2021,3,"Rape",19,2021-01-18,1,1259,79,90
2021,3,"Robbery",208,2021-01-18,1,12858,651,838
2022,3,"Burglary",275,2022-01-17,1,12867,807,1367
2022,3,"Fel. Assault",413,2022-01-17,1,23183,1238,2062
2022,3,"G.L.A.",280,2022-01-17,1,10791,831,1304
2022,3,"Gr. Larceny",856,2022-01-17,1,42906,2704,4345
2022,3,"Misd. Assault",871,2022-01-17,1,48679,2624,4517
2022,3,"Murder",7,2022-01-17,1,473,21,34
2022,3,"Petit Larceny",1940,2022-01-17,1,87982,5530,9233
2022,3,"Rape",22,2022-01-17,1,1278,81,132
2022,3,"Robbery",295,2022-01-17,1,14039,879,1427
2023,3,"Burglary",289,2023-01-16,1,15858,896,1434
2023,3,"Fel. Assault",493,2023-01-16,1,26369,1493,2343
2023,3,"G.L.A.",265,2023-01-16,1,13740,828,1359
2023,3,"Gr. Larceny",897,2023-01-16,1,50972,2773,4521
2023,3,"Misd. Assault",1088,2023-01-16,1,55216,3083,5089
2023,3,"Murder",11,2023-01-16,1,433,25,36
2023,3,"Petit Larceny",2083,2023-01-16,1,116259,6146,10256
2023,3,"Rape",20,2023-01-16,1,1339,83,123
2023,3,"Robbery",262,2023-01-16,1,17413,911,1489
2024,3,"Burglary",209,2024-01-15,1,13396,716,1221
2024,3,"Fel. Assault",448,2024-01-15,1,27551,1477,2439
2024,3,"G.L.A.",222,2024-01-15,1,15546,777,1264
2024,3,"Gr. Larceny",822,2024-01-15,1,47696,2604,4563
2024,3,"Misd. Assault",898,2024-01-15,1,57724,2994,5194
2024,3,"Murder",6,2024-01-15,1,364,16,26
2024,3,"Petit Larceny",1905,2024-01-15,1,107083,5719,9823
2024,3,"Rape",28,2024-01-15,1,1093,77,113
2024,3,"Robbery",281,2024-01-15,1,16868,967,1633
2025,3,"Burglary",254,2025-01-20,1,12426,475,721
2025,3,"Fel. Assault",379,2025-01-20,1,28316,773,1215
2025,3,"G.L.A.",191,2025-01-20,1,13901,404,616
2025,3,"Gr. Larceny",717,2025-01-20,1,44882,1479,2232
2025,3,"Misd. Assault",723,2025-01-20,1,57308,1474,2186
2025,3,"Murder",3,2025-01-20,1,311,8,12
2025,3,"Petit Larceny",2008,2025-01-20,1,106827,3983,6033
2025,3,"Rape",31,2025-01-20,1,1395,67,107
2025,3,"Robbery",241,2025-01-20,1,16063,459,696
2026,3,"Murder",4,2026-01-19,1,231,9,11
2026,3,"Rape",48,2026-01-19,1,1964,126,157
2026,3,"Robbery",211,2026-01-19,1,14219,695,884
2026,3,"Fel. Assault",435,2026-01-19,1,27330,1327,1772
2026,3,"Burglary",198,2026-01-19,1,11268,578,736
2026,3,"Gr. Larceny",733,2026-01-19,1,46135,2500,3126
2026,3,"G.L.A.",229,2026-01-19,1,13471,661,796
2026,3,"Petit Larceny",1827,2026-01-19,1,105806,5904,7435
2026,3,"Misd. Assault",716,2026-01-19,1,46179,2223,2960
2006,4,"Burglary",431,2006-01-23,1,NA,1793,2232
2006,4,"Fel. Assault",263,2006-01-23,1,NA,1142,1446
2006,4,"G.L.A.",282,2006-01-23,1,NA,1252,1548
2006,4,"Gr. Larceny",805,2006-01-23,1,NA,3500,4314
2006,4,"Misd. Assault",852,2006-01-23,1,NA,3703,4626
2006,4,"Murder",9,2006-01-23,1,NA,42,52
2006,4,"Petit Larceny",1437,2006-01-23,1,NA,5909,7434
2006,4,"Rape",31,2006-01-23,1,NA,181,225
2006,4,"Robbery",442,2006-01-23,1,NA,1855,2265
2007,4,"Burglary",402,2007-01-22,1,22820,1649,2041
2007,4,"Fel. Assault",273,2007-01-22,1,16936,1114,1358
2007,4,"G.L.A.",241,2007-01-22,1,15582,995,1225
2007,4,"Gr. Larceny",753,2007-01-22,1,45928,3359,4145
2007,4,"Misd. Assault",837,2007-01-22,1,51388,3679,4555
2007,4,"Murder",7,2007-01-22,1,546,22,28
2007,4,"Petit Larceny",1437,2007-01-22,1,80045,6032,7342
2007,4,"Rape",16,2007-01-22,1,1472,122,149
2007,4,"Robbery",344,2007-01-22,1,22628,1622,1972
2008,4,"Burglary",389,2008-01-28,1,21521,1596,1596
2008,4,"Fel. Assault",258,2008-01-28,1,17322,1162,1162
2008,4,"G.L.A.",240,2008-01-28,1,13035,937,937
2008,4,"Gr. Larceny",784,2008-01-28,1,44362,3290,3290
2008,4,"Misd. Assault",861,2008-01-28,1,50969,3712,3712
2008,4,"Murder",9,2008-01-28,1,502,38,38
2008,4,"Petit Larceny",1619,2008-01-28,1,79808,6293,6293
2008,4,"Rape",18,2008-01-28,1,1320,143,143
2008,4,"Robbery",438,2008-01-28,1,21459,1746,1746
2009,4,"Burglary",333,2009-01-26,1,20321,1330,1330
2009,4,"Fel. Assault",249,2009-01-26,1,16125,1079,1079
2009,4,"G.L.A.",223,2009-01-26,1,12331,861,861
2009,4,"Gr. Larceny",629,2009-01-26,1,43000,2738,2738
2009,4,"Misd. Assault",896,2009-01-26,1,49764,3430,3430
2009,4,"Murder",6,2009-01-26,1,497,26,26
2009,4,"Petit Larceny",1392,2009-01-26,1,81941,5618,5618
2009,4,"Rape",18,2009-01-26,1,1271,118,118
2009,4,"Robbery",382,2009-01-26,1,22009,1494,1494
2010,4,"Burglary",382,2010-01-25,1,19569,1535,1535
2010,4,"Fel. Assault",289,2010-01-25,1,16787,1143,1143
2010,4,"G.L.A.",192,2010-01-25,1,10483,757,757
2010,4,"Gr. Larceny",667,2010-01-25,1,38830,2697,2697
2010,4,"Misd. Assault",898,2010-01-25,1,50343,3717,3717
2010,4,"Murder",11,2010-01-25,1,456,29,29
2010,4,"Petit Larceny",1560,2010-01-25,1,80914,6059,6059
2010,4,"Rape",19,2010-01-25,1,1265,151,151
2010,4,"Robbery",391,2010-01-25,1,18627,1590,1590
2011,4,"Burglary",255,2011-01-24,1,18374,1270,1562
2011,4,"Fel. Assault",298,2011-01-24,1,17244,1295,1588
2011,4,"G.L.A.",152,2011-01-24,1,10174,664,822
2011,4,"Gr. Larceny",566,2011-01-24,1,37811,2550,3188
2011,4,"Misd. Assault",816,2011-01-24,1,52338,3505,4414
2011,4,"Murder",6,2011-01-24,1,522,22,27
2011,4,"Petit Larceny",1165,2011-01-24,1,80294,5093,6353
2011,4,"Rape",27,2011-01-24,1,1439,156,189
2011,4,"Robbery",338,2011-01-24,1,19401,1445,1734
2012,4,"Burglary",378,2012-01-23,1,18970,1439,1806
2012,4,"Fel. Assault",318,2012-01-23,1,18443,1257,1579
2012,4,"G.L.A.",127,2012-01-23,1,9152,546,689
2012,4,"Gr. Larceny",734,2012-01-23,1,39099,2850,3626
2012,4,"Misd. Assault",933,2012-01-23,1,50883,3657,4660
2012,4,"Murder",7,2012-01-23,1,502,30,39
2012,4,"Petit Larceny",1588,2012-01-23,1,81812,5920,7432
2012,4,"Rape",21,2012-01-23,1,1435,134,165
2012,4,"Robbery",434,2012-01-23,1,19850,1575,1963
2013,4,"Burglary",338,2013-01-28,1,19094,1311,1311
2013,4,"Fel. Assault",303,2013-01-28,1,19593,1382,1382
2013,4,"G.L.A.",119,2013-01-28,1,7974,492,492
2013,4,"Gr. Larceny",709,2013-01-28,1,43046,3120,3120
2013,4,"Misd. Assault",828,2013-01-28,1,54265,3662,3662
2013,4,"Murder",6,2013-01-28,1,410,26,26
2013,4,"Petit Larceny",1323,2013-01-28,1,82649,5765,5765
2013,4,"Rape",22,2013-01-28,1,1465,131,131
2013,4,"Robbery",348,2013-01-28,1,20007,1543,1543
2014,4,"Burglary",319,2014-01-27,1,17384,1317,1317
2014,4,"Fel. Assault",304,2014-01-27,1,20390,1407,1407
2014,4,"G.L.A.",124,2014-01-27,1,7401,553,553
2014,4,"Gr. Larceny",698,2014-01-27,1,45428,3104,3104
2014,4,"Misd. Assault",851,2014-01-27,1,53475,3704,3704
2014,4,"Murder",3,2014-01-27,1,324,28,28
2014,4,"Petit Larceny",1402,2014-01-27,1,85070,5833,5833
2014,4,"Rape",19,2014-01-27,1,1421,120,120
2014,4,"Robbery",299,2014-01-27,1,18881,1348,1348
2015,4,"Burglary",278,2015-01-26,1,16565,1095,1095
2015,4,"Fel. Assault",312,2015-01-26,1,20066,1257,1257
2015,4,"G.L.A.",102,2015-01-26,1,7564,473,473
2015,4,"Gr. Larceny",643,2015-01-26,1,44146,2993,2993
2015,4,"Misd. Assault",874,2015-01-26,1,53432,3433,3433
2015,4,"Murder",12,2015-01-26,1,344,37,37
2015,4,"Petit Larceny",1211,2015-01-26,1,84413,5301,5301
2015,4,"Rape",23,2015-01-26,1,1375,137,137
2015,4,"Robbery",333,2015-01-26,1,16523,1340,1340
2016,4,"Burglary",219,2016-01-25,1,14984,977,977
2016,4,"Fel. Assault",350,2016-01-25,1,20600,1475,1475
2016,4,"G.L.A.",69,2016-01-25,1,7250,425,425
2016,4,"Gr. Larceny",596,2016-01-25,1,44241,3085,3085
2016,4,"Misd. Assault",827,2016-01-25,1,52242,3568,3568
2016,4,"Murder",5,2016-01-25,1,342,22,22
2016,4,"Petit Larceny",1230,2016-01-25,1,81881,5675,5675
2016,4,"Rape",13,2016-01-25,1,1435,110,110
2016,4,"Robbery",281,2016-01-25,1,16770,1193,1193
2017,4,"Burglary",261,2017-01-23,1,12956,989,1212
2017,4,"Fel. Assault",376,2017-01-23,1,20793,1485,1850
2017,4,"G.L.A.",101,2017-01-23,1,6267,394,479
2017,4,"Gr. Larceny",780,2017-01-23,1,44493,3204,3953
2017,4,"Misd. Assault",933,2017-01-23,1,52205,3693,4534
2017,4,"Murder",8,2017-01-23,1,333,20,25
2017,4,"Petit Larceny",1503,2017-01-23,1,81056,5873,7336
2017,4,"Rape",18,2017-01-23,1,1465,114,142
2017,4,"Robbery",319,2017-01-23,1,15386,1158,1407
2018,4,"Burglary",238,2018-01-22,1,11998,874,1096
2018,4,"Fel. Assault",384,2018-01-22,1,20051,1423,1789
2018,4,"G.L.A.",91,2018-01-22,1,5609,354,441
2018,4,"Gr. Larceny",853,2018-01-22,1,42988,3079,3870
2018,4,"Misd. Assault",941,2018-01-22,1,51281,3664,4595
2018,4,"Murder",2,2018-01-22,1,275,18,21
2018,4,"Petit Larceny",1628,2018-01-22,1,83394,5868,7462
2018,4,"Rape",16,2018-01-22,1,1469,97,129
2018,4,"Robbery",285,2018-01-22,1,13849,1041,1281
2019,4,"Burglary",215,2019-01-28,1,11683,831,831
2019,4,"Fel. Assault",295,2019-01-28,1,20258,1341,1341
2019,4,"G.L.A.",79,2019-01-28,1,5346,306,306
2019,4,"Gr. Larceny",725,2019-01-28,1,43357,2986,2986
2019,4,"Misd. Assault",858,2019-01-28,1,52884,3595,3595
2019,4,"Murder",2,2019-01-28,1,303,21,21
2019,4,"Petit Larceny",1508,2019-01-28,1,86253,6077,6077
2019,4,"Rape",27,2019-01-28,1,1623,131,131
2019,4,"Robbery",205,2019-01-28,1,12744,864,864
2020,4,"Burglary",266,2020-01-27,1,11094,1075,1075
2020,4,"Fel. Assault",387,2020-01-27,1,20962,1492,1492
2020,4,"G.L.A.",128,2020-01-27,1,5588,514,514
2020,4,"Gr. Larceny",880,2020-01-27,1,43381,3365,3365
2020,4,"Misd. Assault",896,2020-01-27,1,52567,3660,3660
2020,4,"Murder",5,2020-01-27,1,299,21,21
2020,4,"Petit Larceny",1834,2020-01-27,1,89755,7069,7069
2020,4,"Rape",24,2020-01-27,1,1582,117,117
2020,4,"Robbery",284,2020-01-27,1,13716,1180,1180
2021,4,"Burglary",213,2021-01-25,1,15471,988,988
2021,4,"Fel. Assault",344,2021-01-25,1,20651,1419,1419
2021,4,"G.L.A.",126,2021-01-25,1,9084,561,561
2021,4,"Gr. Larceny",557,2021-01-25,1,34517,2380,2380
2021,4,"Misd. Assault",647,2021-01-25,1,42327,2809,2809
2021,4,"Murder",6,2021-01-25,1,460,29,29
2021,4,"Petit Larceny",1462,2021-01-25,1,80982,6078,6078
2021,4,"Rape",11,2021-01-25,1,1246,90,90
2021,4,"Robbery",187,2021-01-25,1,12761,838,838
2022,4,"Burglary",276,2022-01-24,1,12930,1083,1367
2022,4,"Fel. Assault",413,2022-01-24,1,23252,1651,2062
2022,4,"G.L.A.",259,2022-01-24,1,10924,1090,1304
2022,4,"Gr. Larceny",839,2022-01-24,1,43188,3543,4345
2022,4,"Misd. Assault",956,2022-01-24,1,48988,3580,4517
2022,4,"Murder",5,2022-01-24,1,472,26,34
2022,4,"Petit Larceny",1974,2022-01-24,1,88494,7504,9233
2022,4,"Rape",26,2022-01-24,1,1293,107,132
2022,4,"Robbery",293,2022-01-24,1,14145,1172,1427
2023,4,"Burglary",269,2023-01-23,1,15851,1165,1434
2023,4,"Fel. Assault",410,2023-01-23,1,26366,1903,2343
2023,4,"G.L.A.",260,2023-01-23,1,13741,1088,1359
2023,4,"Gr. Larceny",842,2023-01-23,1,50975,3615,4521
2023,4,"Misd. Assault",975,2023-01-23,1,55235,4058,5089
2023,4,"Murder",3,2023-01-23,1,431,28,36
2023,4,"Petit Larceny",2119,2023-01-23,1,116404,8265,10256
2023,4,"Rape",19,2023-01-23,1,1332,102,123
2023,4,"Robbery",287,2023-01-23,1,17407,1198,1489
2024,4,"Burglary",267,2024-01-22,1,13394,983,1221
2024,4,"Fel. Assault",480,2024-01-22,1,27621,1957,2439
2024,4,"G.L.A.",273,2024-01-22,1,15559,1050,1264
2024,4,"Gr. Larceny",984,2024-01-22,1,47838,3588,4563
2024,4,"Misd. Assault",1097,2024-01-22,1,57846,4091,5194
2024,4,"Murder",5,2024-01-22,1,358,21,26
2024,4,"Petit Larceny",2014,2024-01-22,1,106978,7733,9823
2024,4,"Rape",14,2024-01-22,1,1088,91,113
2024,4,"Robbery",325,2024-01-22,1,16906,1292,1633
2025,4,"Burglary",246,2025-01-27,1,12463,721,721
2025,4,"Fel. Assault",442,2025-01-27,1,28310,1215,1215
2025,4,"G.L.A.",212,2025-01-27,1,13891,616,616
2025,4,"Gr. Larceny",753,2025-01-27,1,44813,2232,2232
2025,4,"Misd. Assault",712,2025-01-27,1,57122,2186,2186
2025,4,"Murder",4,2025-01-27,1,309,12,12
2025,4,"Petit Larceny",2050,2025-01-27,1,106972,6033,6033
2025,4,"Rape",40,2025-01-27,1,1407,107,107
2025,4,"Robbery",237,2025-01-27,1,16019,696,696
2026,4,"Murder",2,2026-01-26,1,230,11,11
2026,4,"Rape",31,2026-01-26,1,1964,157,157
2026,4,"Robbery",189,2026-01-26,1,14167,884,884
2026,4,"Fel. Assault",445,2026-01-26,1,27396,1772,1772
2026,4,"Burglary",158,2026-01-26,1,11172,736,736
2026,4,"Gr. Larceny",626,2026-01-26,1,46044,3126,3126
2026,4,"G.L.A.",135,2026-01-26,1,13415,796,796
2026,4,"Petit Larceny",1531,2026-01-26,1,105329,7435,7435
2026,4,"Misd. Assault",737,2026-01-26,1,46193,2960,2960
2006,5,"Burglary",439,2006-01-30,1,NA,2232,2232
2006,5,"Fel. Assault",304,2006-01-30,1,NA,1446,1446
2006,5,"G.L.A.",296,2006-01-30,1,NA,1548,1548
2006,5,"Gr. Larceny",814,2006-01-30,1,NA,4314,4314
2006,5,"Misd. Assault",923,2006-01-30,1,NA,4626,4626
2006,5,"Murder",10,2006-01-30,1,NA,52,52
2006,5,"Petit Larceny",1525,2006-01-30,1,NA,7434,7434
2006,5,"Rape",44,2006-01-30,1,NA,225,225
2006,5,"Robbery",410,2006-01-30,1,NA,2265,2265
2007,5,"Burglary",392,2007-01-29,1,22773,2041,2041
2007,5,"Fel. Assault",244,2007-01-29,1,16876,1358,1358
2007,5,"G.L.A.",230,2007-01-29,1,15516,1225,1225
2007,5,"Gr. Larceny",786,2007-01-29,1,45900,4145,4145
2007,5,"Misd. Assault",876,2007-01-29,1,51341,4555,4555
2007,5,"Murder",6,2007-01-29,1,542,28,28
2007,5,"Petit Larceny",1310,2007-01-29,1,79830,7342,7342
2007,5,"Rape",27,2007-01-29,1,1455,149,149
2007,5,"Robbery",350,2007-01-29,1,22568,1972,1972
2008,5,"Burglary",394,2008-02-04,2,21523,1990,1436
2008,5,"Fel. Assault",257,2008-02-04,2,17335,1419,1036
2008,5,"G.L.A.",236,2008-02-04,2,13041,1173,827
2008,5,"Gr. Larceny",855,2008-02-04,2,44431,4145,3000
2008,5,"Misd. Assault",945,2008-02-04,2,51038,4657,3471
2008,5,"Murder",8,2008-02-04,2,504,46,29
2008,5,"Petit Larceny",1423,2008-02-04,2,79921,7716,5528
2008,5,"Rape",28,2008-02-04,2,1321,171,102
2008,5,"Robbery",379,2008-02-04,2,21488,2125,1409
2009,5,"Burglary",338,2009-02-02,2,20265,1668,1314
2009,5,"Fel. Assault",270,2009-02-02,2,16138,1349,1021
2009,5,"G.L.A.",174,2009-02-02,2,12269,1035,704
2009,5,"Gr. Larceny",703,2009-02-02,2,42848,3441,2608
2009,5,"Misd. Assault",872,2009-02-02,2,49691,4302,3535
2009,5,"Murder",5,2009-02-02,2,494,31,30
2009,5,"Petit Larceny",1328,2009-02-02,2,81846,6946,5546
2009,5,"Rape",28,2009-02-02,2,1271,146,76
2009,5,"Robbery",307,2009-02-02,2,21937,1801,1204
2010,5,"Burglary",325,2010-02-01,2,19556,1860,1270
2010,5,"Fel. Assault",276,2010-02-01,2,16793,1419,1098
2010,5,"G.L.A.",200,2010-02-01,2,10509,957,668
2010,5,"Gr. Larceny",662,2010-02-01,2,38789,3359,2429
2010,5,"Misd. Assault",851,2010-02-01,2,50322,4568,3413
2010,5,"Murder",11,2010-02-01,2,462,40,36
2010,5,"Petit Larceny",1433,2010-02-01,2,81019,7492,4995
2010,5,"Rape",28,2010-02-01,2,1265,179,77
2010,5,"Robbery",327,2010-02-01,2,18647,1917,1173
2011,5,"Burglary",292,2011-01-31,1,18341,1562,1562
2011,5,"Fel. Assault",293,2011-01-31,1,17261,1588,1588
2011,5,"G.L.A.",158,2011-01-31,1,10132,822,822
2011,5,"Gr. Larceny",638,2011-01-31,1,37787,3188,3188
2011,5,"Misd. Assault",909,2011-01-31,1,52396,4414,4414
2011,5,"Murder",5,2011-01-31,1,516,27,27
2011,5,"Petit Larceny",1260,2011-01-31,1,80121,6353,6353
2011,5,"Rape",33,2011-01-31,1,1444,189,189
2011,5,"Robbery",289,2011-01-31,1,19363,1734,1734
2012,5,"Burglary",367,2012-01-30,1,19045,1806,1806
2012,5,"Fel. Assault",322,2012-01-30,1,18472,1579,1579
2012,5,"G.L.A.",143,2012-01-30,1,9137,689,689
2012,5,"Gr. Larceny",776,2012-01-30,1,39237,3626,3626
2012,5,"Misd. Assault",1003,2012-01-30,1,50977,4660,4660
2012,5,"Murder",9,2012-01-30,1,506,39,39
2012,5,"Petit Larceny",1512,2012-01-30,1,82064,7432,7432
2012,5,"Rape",31,2012-01-30,1,1433,165,165
2012,5,"Robbery",388,2012-01-30,1,19949,1963,1963
2013,5,"Burglary",332,2013-02-04,2,19059,1643,1236
2013,5,"Fel. Assault",322,2013-02-04,2,19593,1704,1260
2013,5,"G.L.A.",116,2013-02-04,2,7947,608,413
2013,5,"Gr. Larceny",848,2013-02-04,2,43118,3968,3019
2013,5,"Misd. Assault",971,2013-02-04,2,54233,4633,3751
2013,5,"Murder",5,2013-02-04,2,406,31,25
2013,5,"Petit Larceny",1422,2013-02-04,2,82559,7187,5430
2013,5,"Rape",14,2013-02-04,2,1448,145,90
2013,5,"Robbery",343,2013-02-04,2,19962,1886,1201
2014,5,"Burglary",336,2014-02-03,2,17388,1653,1241
2014,5,"Fel. Assault",384,2014-02-03,2,20452,1791,1442
2014,5,"G.L.A.",131,2014-02-03,2,7416,684,464
2014,5,"Gr. Larceny",795,2014-02-03,2,45375,3899,2970
2014,5,"Misd. Assault",918,2014-02-03,2,53422,4622,3794
2014,5,"Murder",9,2014-02-03,2,328,37,17
2014,5,"Petit Larceny",1429,2014-02-03,2,85077,7262,5488
2014,5,"Rape",19,2014-02-03,2,1426,139,77
2014,5,"Robbery",350,2014-02-03,2,18888,1698,1270
2015,5,"Burglary",198,2015-02-02,2,16427,1293,962
2015,5,"Fel. Assault",310,2015-02-02,2,19992,1567,1220
2015,5,"G.L.A.",99,2015-02-02,2,7532,572,453
2015,5,"Gr. Larceny",705,2015-02-02,2,44056,3698,2745
2015,5,"Misd. Assault",770,2015-02-02,2,53284,4203,3474
2015,5,"Murder",3,2015-02-02,2,338,40,16
2015,5,"Petit Larceny",1230,2015-02-02,2,84214,6531,4887
2015,5,"Rape",25,2015-02-02,2,1381,162,73
2015,5,"Robbery",246,2015-02-02,2,16419,1586,1049
2016,5,"Burglary",260,2016-02-01,2,15046,1237,1184
2016,5,"Fel. Assault",399,2016-02-01,2,20689,1874,1699
2016,5,"G.L.A.",107,2016-02-01,2,7258,532,510
2016,5,"Gr. Larceny",844,2016-02-01,2,44380,3929,3879
2016,5,"Misd. Assault",938,2016-02-01,2,52410,4506,4519
2016,5,"Petit Larceny",1405,2016-02-01,2,82056,7080,6790
2016,5,"Rape",26,2016-02-01,2,1436,136,129
2016,5,"Robbery",322,2016-02-01,2,16846,1515,1365
2017,5,"Burglary",223,2017-01-30,1,12919,1212,1212
2017,5,"Fel. Assault",365,2017-01-30,1,20759,1850,1850
2017,5,"G.L.A.",85,2017-01-30,1,6245,479,479
2017,5,"Gr. Larceny",749,2017-01-30,1,44398,3953,3953
2017,5,"Misd. Assault",841,2017-01-30,1,52108,4534,4534
2017,5,"Murder",5,2017-01-30,1,333,25,25
2017,5,"Petit Larceny",1463,2017-01-30,1,81114,7336,7336
2017,5,"Rape",28,2017-01-30,1,1467,142,142
2017,5,"Robbery",249,2017-01-30,1,15313,1407,1407
2018,5,"Burglary",222,2018-01-29,1,11997,1096,1096
2018,5,"Fel. Assault",366,2018-01-29,1,20052,1789,1789
2018,5,"G.L.A.",87,2018-01-29,1,5611,441,441
2018,5,"Gr. Larceny",791,2018-01-29,1,43030,3870,3870
2018,5,"Misd. Assault",931,2018-01-29,1,51371,4595,4595
2018,5,"Murder",3,2018-01-29,1,273,21,21
2018,5,"Petit Larceny",1594,2018-01-29,1,83525,7462,7462
2018,5,"Rape",32,2018-01-29,1,1473,129,129
2018,5,"Robbery",240,2018-01-29,1,13840,1281,1281
2019,5,"Burglary",179,2019-02-04,2,11640,1010,770
2019,5,"Fel. Assault",327,2019-02-04,2,20219,1668,1300
2019,5,"G.L.A.",79,2019-02-04,2,5338,385,289
2019,5,"Gr. Larceny",698,2019-02-04,2,43264,3684,2786
2019,5,"Misd. Assault",898,2019-02-04,2,52851,4493,3606
2019,5,"Murder",11,2019-02-04,2,312,32,24
2019,5,"Petit Larceny",1393,2019-02-04,2,86052,7470,5832
2019,5,"Rape",31,2019-02-04,2,1622,162,106
2019,5,"Robbery",207,2019-02-04,2,12711,1071,879
2020,5,"Burglary",226,2020-02-03,2,11141,1301,984
2020,5,"Fel. Assault",384,2020-02-03,2,21019,1876,1489
2020,5,"G.L.A.",138,2020-02-03,2,5647,652,475
2020,5,"Gr. Larceny",880,2020-02-03,2,43563,4245,3267
2020,5,"Misd. Assault",982,2020-02-03,2,52651,4642,3834
2020,5,"Murder",7,2020-02-03,2,295,28,24
2020,5,"Petit Larceny",1638,2020-02-03,2,90000,8707,6862
2020,5,"Rape",26,2020-02-03,2,1577,143,104
2020,5,"Robbery",304,2020-02-03,2,13813,1484,1182
